epoch,train_loss,train_acc,test_loss,test_acc,precision,recall,f1,micro_f1,macro_f1,epoch_time_s,lr
628,0.155962,0.664283,0.153967,0.761492,,,,0.800000,0.790550,45.8,0.000100
629,0.152784,0.676203,0.155726,0.760624,,,,0.803410,0.790699,45.6,0.000100
630,0.147461,0.677503,0.153202,0.750217,,,,0.798992,0.786999,45.8,0.000100
631,0.153804,0.666883,0.151355,0.775369,,,,0.805611,0.800269,45.6,0.000100
632,0.155755,0.664066,0.154090,0.753686,,,,0.795082,0.789494,45.6,0.000100
633,0.151040,0.672952,0.151459,0.773634,,,,0.807577,0.799539,45.3,0.000100
634,0.147335,0.684655,0.152902,0.767563,,,,0.805208,0.794650,45.9,0.000100
635,0.147269,0.679454,0.151664,0.764094,,,,0.807018,0.795088,45.5,0.000100
636,0.147246,0.674036,0.166424,0.738942,,,,0.783359,0.773140,45.6,0.000100
637,0.150724,0.673819,0.153304,0.768430,,,,0.801000,0.796310,45.8,0.000100
638,0.148298,0.684872,0.151434,0.765828,,,,0.809595,0.800249,45.8,0.000100
639,0.144636,0.686606,0.152526,0.759757,,,,0.808933,0.795591,45.7,0.000100
640,0.150976,0.670134,0.156255,0.764094,,,,0.798179,0.795342,45.8,0.000100
641,0.145546,0.677503,0.151327,0.769297,,,,0.814221,0.803644,45.9,0.000100
642,0.142289,0.692241,0.154017,0.765828,,,,0.795535,0.791515,45.8,0.000100
643,0.151215,0.675553,0.152732,0.766696,,,,0.807479,0.798782,45.9,0.000100
644,0.145619,0.682055,0.149118,0.773634,,,,0.814593,0.804368,45.8,0.000100
645,0.145997,0.684655,0.157370,0.763226,,,,0.799197,0.796212,45.7,0.000100
646,0.151840,0.673602,0.152392,0.769297,,,,0.802432,0.798917,45.8,0.000100
647,0.146326,0.681838,0.149468,0.770165,,,,0.812344,0.803633,45.7,0.000100
648,0.150819,0.677937,0.154007,0.772767,,,,0.811217,0.802201,46.1,0.000100
649,0.144376,0.694408,0.151040,0.775369,,,,0.819704,0.807148,45.8,0.000100
650,0.145461,0.688340,0.153409,0.767563,,,,0.806824,0.795320,45.7,0.000100
651,0.147362,0.682271,0.152184,0.764094,,,,0.813942,0.801744,45.7,0.000100
652,0.146653,0.685089,0.151203,0.774501,,,,0.803635,0.796900,45.8,0.000100
653,0.152378,0.673819,0.155785,0.760624,,,,0.794832,0.794512,46.1,0.000100
654,0.149862,0.678153,0.150054,0.771032,,,,0.815369,0.805646,46.0,0.000100
655,0.145521,0.690290,0.155495,0.762359,,,,0.803410,0.798514,46.1,0.000100
656,0.141712,0.694408,0.150736,0.768430,,,,0.815438,0.805404,46.1,0.000100
657,0.147503,0.686389,0.150548,0.776236,,,,0.812344,0.803826,45.8,0.000100
658,0.146492,0.690074,0.149734,0.777971,,,,0.820666,0.808708,46.0,0.000100
659,0.142307,0.691591,0.152620,0.766696,,,,0.806613,0.798312,46.2,0.000100
660,0.146783,0.681838,0.152203,0.771899,,,,0.811753,0.804431,46.2,0.000100
661,0.141641,0.690290,0.157140,0.760624,,,,0.798990,0.797222,46.2,0.000100
662,0.145777,0.688340,0.149551,0.767563,,,,0.811377,0.797504,46.3,0.000100
663,0.147896,0.686606,0.147487,0.778838,,,,0.817504,0.808737,45.8,0.000100
664,0.144779,0.688990,0.147415,0.777103,,,,0.814815,0.804582,46.2,0.000100
665,0.142523,0.688340,0.148193,0.780572,,,,0.818905,0.808692,46.0,0.000100
666,0.144101,0.684222,0.150603,0.764961,,,,0.813392,0.804108,46.1,0.000100
667,0.149274,0.680971,0.147962,0.771032,,,,0.815476,0.804983,45.9,0.000100
668,0.144849,0.688557,0.147155,0.772767,,,,0.816265,0.807799,45.7,0.000100
669,0.141264,0.697226,0.149346,0.767563,,,,0.809595,0.799643,45.4,0.000100
670,0.145011,0.688557,0.152108,0.769297,,,,0.806824,0.803237,45.9,0.000100
671,0.142361,0.689207,0.146774,0.778838,,,,0.817496,0.808515,46.1,0.000100
672,0.142766,0.689857,0.149978,0.766696,,,,0.811106,0.799683,46.0,0.000100
673,0.148474,0.679237,0.149410,0.770165,,,,0.809643,0.804210,46.1,0.000100
674,0.139777,0.683138,0.148168,0.779705,,,,0.823004,0.806376,46.0,0.000100
675,0.147158,0.688340,0.147312,0.772767,,,,0.816203,0.804767,46.1,0.000100
676,0.138948,0.695492,0.147378,0.775369,,,,0.817043,0.804157,46.2,0.000100
677,0.148621,0.682271,0.149961,0.769297,,,,0.812910,0.804520,46.2,0.000100
678,0.142034,0.694192,0.148543,0.772767,,,,0.821972,0.806977,45.9,0.000100
679,0.139282,0.702644,0.144815,0.779705,,,,0.824649,0.810291,46.2,0.000100
680,0.142507,0.693108,0.147969,0.783174,,,,0.817000,0.804033,45.9,0.000100
681,0.143026,0.687906,0.151409,0.767563,,,,0.812375,0.797975,46.1,0.000100
682,0.142784,0.691808,0.145539,0.788378,,,,0.823353,0.808101,45.9,0.000100
683,0.142427,0.691157,0.146076,0.772767,,,,0.816162,0.807422,46.1,0.000100
684,0.138293,0.694408,0.150715,0.768430,,,,0.804829,0.790393,46.2,0.000100
685,0.140280,0.698526,0.150049,0.765828,,,,0.817782,0.803486,46.0,0.000100
686,0.145966,0.679237,0.146837,0.784042,,,,0.825679,0.811073,46.1,0.000100
687,0.140415,0.688340,0.145422,0.774501,,,,0.816873,0.808324,45.9,0.000100
688,0.135877,0.707412,0.145640,0.780572,,,,0.824640,0.811217,46.2,0.000100
689,0.140128,0.694192,0.153522,0.776236,,,,0.814035,0.807482,46.1,0.000100
690,0.143086,0.697876,0.145684,0.784042,,,,0.821659,0.807307,46.1,0.000100
691,0.138432,0.706762,0.144924,0.779705,,,,0.822716,0.812569,46.1,0.000100
692,0.140185,0.699393,0.149382,0.780572,,,,0.812311,0.812442,46.3,0.000100
693,0.140764,0.701344,0.145808,0.782307,,,,0.819870,0.811212,46.0,0.000100
694,0.138760,0.700260,0.146570,0.779705,,,,0.819721,0.811752,46.2,0.000100
695,0.136951,0.703078,0.152633,0.764961,,,,0.808853,0.798419,45.9,0.000100
696,0.141822,0.697876,0.144550,0.790980,,,,0.824230,0.813412,46.1,0.000100
697,0.135667,0.700260,0.151928,0.769297,,,,0.806484,0.793747,46.0,0.000100
698,0.141938,0.699393,0.146769,0.785776,,,,0.816692,0.809129,46.2,0.000100
699,0.141907,0.693325,0.145471,0.780572,,,,0.812121,0.802640,46.2,0.000100
700,0.141435,0.695059,0.142895,0.791847,,,,0.826174,0.817599,46.0,0.000100
701,0.137107,0.697009,0.153370,0.776236,,,,0.812469,0.808124,46.0,0.000100
702,0.135069,0.705245,0.148616,0.780572,,,,0.818866,0.816274,45.8,0.000100
703,0.138662,0.697009,0.149454,0.781440,,,,0.816775,0.813902,45.8,0.000100
704,0.139879,0.708279,0.144594,0.782307,,,,0.820030,0.811812,45.9,0.000100
705,0.134192,0.704811,0.144211,0.785776,,,,0.828133,0.816087,45.8,0.000100
706,0.135631,0.701994,0.147411,0.783174,,,,0.821094,0.803790,45.7,0.000100
707,0.129503,0.717599,0.144341,0.789245,,,,0.827756,0.818430,45.5,0.000100
708,0.135929,0.707412,0.142796,0.793582,,,,0.828444,0.819162,45.9,0.000100
709,0.135645,0.702644,0.144808,0.780572,,,,0.827142,0.809734,46.1,0.000100
710,0.139259,0.703945,0.145410,0.778838,,,,0.819541,0.811325,45.9,0.000100
711,0.134762,0.701777,0.144471,0.786644,,,,0.823588,0.808517,46.0,0.000100
712,0.131299,0.713264,0.146024,0.784042,,,,0.820717,0.812719,45.9,0.000100
713,0.134301,0.710230,0.145429,0.789245,,,,0.823878,0.812530,46.0,0.000100
714,0.132339,0.707629,0.150160,0.782307,,,,0.821958,0.811860,45.8,0.000100
715,0.139675,0.695709,0.145451,0.786644,,,,0.825724,0.813975,45.7,0.000100
716,0.136698,0.693758,0.149057,0.770165,,,,0.814778,0.802064,45.7,0.000100
717,0.132127,0.717599,0.141986,0.794449,,,,0.831105,0.818710,45.9,0.000100
718,0.136188,0.702427,0.146832,0.775369,,,,0.818905,0.802834,46.0,0.000100
719,0.134866,0.707846,0.141896,0.793582,,,,0.828954,0.818745,46.1,0.000100
720,0.135493,0.707846,0.145301,0.777103,,,,0.821270,0.808209,46.0,0.000100
721,0.128923,0.720850,0.147797,0.789245,,,,0.826904,0.815670,46.1,0.000100
722,0.131677,0.708279,0.146430,0.783174,,,,0.822123,0.812768,45.8,0.000100
723,0.139162,0.697876,0.142558,0.788378,,,,0.829026,0.818000,45.8,0.000100
724,0.131087,0.714348,0.141794,0.797918,,,,0.838235,0.821924,46.1,0.000100
725,0.129499,0.721283,0.141247,0.790980,,,,0.830617,0.820178,46.3,0.000100
726,0.128617,0.726918,0.146299,0.777103,,,,0.821782,0.809819,46.2,0.000100
727,0.132569,0.710663,0.140728,0.799653,,,,0.832673,0.819613,46.2,0.000100
728,0.135965,0.706545,0.143349,0.778838,,,,0.824588,0.812926,46.4,0.000100
729,0.132877,0.711097,0.142331,0.798786,,,,0.837758,0.825344,46.3,0.000100
730,0.130888,0.722367,0.144239,0.782307,,,,0.824763,0.816545,46.4,0.000100
731,0.131897,0.718466,0.143700,0.790113,,,,0.830633,0.816261,46.1,0.000100
732,0.131976,0.717382,0.141449,0.795317,,,,0.832677,0.822397,46.3,0.000100
733,0.128563,0.720633,0.143859,0.789245,,,,0.830846,0.823771,46.1,0.000100
734,0.129382,0.718032,0.142248,0.793582,,,,0.829851,0.820569,46.0,0.000100
735,0.131511,0.718682,0.141229,0.788378,,,,0.829415,0.819859,46.2,0.000100
736,0.134791,0.701560,0.150468,0.789245,,,,0.824056,0.814843,46.0,0.000100
737,0.132395,0.708496,0.140627,0.797051,,,,0.836237,0.826820,46.3,0.000100
738,0.129419,0.724751,0.142282,0.797051,,,,0.834314,0.822866,46.4,0.000100
739,0.126646,0.728218,0.141381,0.803990,,,,0.837438,0.825855,46.3,0.000100
740,0.128211,0.722150,0.146321,0.777103,,,,0.821797,0.811704,46.2,0.000100
741,0.132991,0.704811,0.141781,0.799653,,,,0.834990,0.823815,46.4,0.000100
742,0.126747,0.730169,0.141886,0.793582,,,,0.828928,0.821911,46.2,0.000100
743,0.131751,0.719549,0.140539,0.803990,,,,0.841121,0.831594,46.6,0.000100
744,0.128236,0.721283,0.146450,0.788378,,,,0.823992,0.814284,46.7,0.000100
745,0.126378,0.717165,0.144713,0.790980,,,,0.830226,0.821579,46.1,0.000100
746,0.125734,0.730819,0.143924,0.786644,,,,0.827925,0.818850,46.4,0.000100
747,0.129665,0.709363,0.140765,0.796184,,,,0.840410,0.830194,46.2,0.000100
748,0.129446,0.716515,0.140289,0.794449,,,,0.839058,0.829717,46.2,0.000100
749,0.136012,0.706979,0.140764,0.793582,,,,0.828501,0.822018,46.2,0.000100
750,0.128820,0.723017,0.145289,0.790980,,,,0.828642,0.818224,46.2,0.000100
751,0.130957,0.719116,0.139470,0.791847,,,,0.833168,0.822020,46.5,0.000100
752,0.129635,0.717815,0.139277,0.799653,,,,0.837707,0.825420,46.0,0.000100
753,0.128738,0.718032,0.140157,0.792715,,,,0.833744,0.825390,46.1,0.000100
754,0.129465,0.728218,0.139431,0.796184,,,,0.834404,0.820500,45.9,0.000100
755,0.127187,0.721500,0.138143,0.808326,,,,0.845126,0.833274,45.9,0.000100
756,0.127265,0.729085,0.141776,0.797918,,,,0.836704,0.821229,46.2,0.000100
757,0.132666,0.711097,0.138910,0.804857,,,,0.843457,0.829482,46.3,0.000100
758,0.134673,0.716081,0.138456,0.799653,,,,0.837598,0.824794,46.3,0.000100
759,0.123521,0.731686,0.144050,0.779705,,,,0.822411,0.812207,46.4,0.000100
760,0.127769,0.727352,0.136401,0.809193,,,,0.846154,0.835764,46.4,0.000100
761,0.125941,0.720199,0.140735,0.796184,,,,0.835468,0.827280,46.4,0.000100
762,0.131371,0.717382,0.139406,0.804857,,,,0.838614,0.829686,46.5,0.000100
763,0.123887,0.722583,0.140952,0.794449,,,,0.833251,0.825948,46.4,0.000100
764,0.127775,0.733420,0.138930,0.796184,,,,0.837825,0.826641,46.6,0.000100
765,0.129037,0.721933,0.139567,0.795317,,,,0.839208,0.826746,46.3,0.000100
766,0.127143,0.733203,0.138613,0.800520,,,,0.836935,0.824967,46.2,0.000100
767,0.128262,0.727352,0.140012,0.795317,,,,0.836685,0.823462,46.2,0.000100
768,0.127941,0.720199,0.138508,0.796184,,,,0.834398,0.820993,46.2,0.000100
769,0.122078,0.731903,0.139091,0.799653,,,,0.835644,0.825986,45.9,0.000100
770,0.123557,0.734720,0.140451,0.805724,,,,0.839216,0.827841,46.1,0.000100
771,0.122985,0.730169,0.138661,0.804857,,,,0.841176,0.831274,46.1,0.000100
772,0.121331,0.724967,0.141362,0.803990,,,,0.839506,0.830389,46.1,0.000100
773,0.121553,0.740789,0.151715,0.756288,,,,0.809220,0.790346,46.3,0.000100
774,0.124287,0.729302,0.168237,0.748482,,,,0.792169,0.783857,46.1,0.000100
775,0.127002,0.725618,0.135404,0.811795,,,,0.844708,0.833524,46.3,0.000100
776,0.124229,0.732553,0.140843,0.785776,,,,0.828313,0.818031,46.2,0.000100
777,0.129970,0.721066,0.141824,0.810061,,,,0.842983,0.834146,46.1,0.000100
778,0.126967,0.729519,0.144756,0.787511,,,,0.830300,0.815496,45.9,0.000100
779,0.127498,0.723234,0.136995,0.806592,,,,0.841076,0.828225,46.2,0.000100
780,0.120986,0.736238,0.138428,0.809193,,,,0.845290,0.830409,46.2,0.000100
781,0.123617,0.742306,0.136507,0.812663,,,,0.845209,0.834637,46.2,0.000100
782,0.125445,0.727785,0.138712,0.798786,,,,0.839445,0.827252,46.5,0.000100
783,0.125037,0.732336,0.139310,0.805724,,,,0.846343,0.833440,46.2,0.000100
784,0.119809,0.744257,0.137381,0.810928,,,,0.845776,0.837508,46.3,0.000100
785,0.125196,0.727785,0.136114,0.813530,,,,0.846380,0.837123,46.4,0.000100
786,0.122573,0.726268,0.142834,0.788378,,,,0.837095,0.824423,46.1,0.000100
787,0.120421,0.736021,0.136793,0.811795,,,,0.846002,0.832212,46.5,0.000100
788,0.122188,0.734070,0.138379,0.810928,,,,0.844618,0.837145,46.3,0.000100
789,0.123730,0.733637,0.138576,0.808326,,,,0.841741,0.830930,46.3,0.000100
790,0.125362,0.728869,0.143357,0.794449,,,,0.832677,0.824084,46.3,0.000100
791,0.124125,0.734504,0.140442,0.803122,,,,0.839554,0.827765,46.3,0.000100
792,0.119065,0.737104,0.136109,0.810928,,,,0.845098,0.837000,46.3,0.000100
793,0.126120,0.729952,0.137495,0.808326,,,,0.844226,0.831240,46.3,0.000100
794,0.120206,0.731903,0.137650,0.797051,,,,0.837531,0.825272,46.1,0.000100
795,0.124828,0.735587,0.139274,0.810928,,,,0.845290,0.835794,46.2,0.000100
796,0.118731,0.736238,0.140239,0.808326,,,,0.841695,0.833185,46.2,0.000100
797,0.122786,0.733637,0.137420,0.810061,,,,0.845631,0.834078,46.3,0.000100
798,0.118661,0.743173,0.136385,0.800520,,,,0.842927,0.827635,46.1,0.000100
799,0.120465,0.744473,0.137952,0.804857,,,,0.841076,0.835373,46.3,0.000100
800,0.119226,0.745557,0.139306,0.798786,,,,0.837482,0.825675,46.2,0.000100
801,0.120441,0.738188,0.137167,0.811795,,,,0.844946,0.829679,46.0,0.000100
802,0.119746,0.748591,0.136382,0.812663,,,,0.845472,0.832952,46.3,0.000100
803,0.114118,0.754010,0.138512,0.797918,,,,0.837026,0.826206,45.9,0.000100
804,0.117025,0.746641,0.135872,0.817866,,,,0.851001,0.841236,45.9,0.000100
805,0.117447,0.739705,0.138754,0.807459,,,,0.838142,0.829867,46.0,0.000100
806,0.125048,0.729519,0.134572,0.810928,,,,0.845401,0.829480,46.2,0.000100
807,0.115432,0.748375,0.139203,0.803122,,,,0.838364,0.823320,46.4,0.000100
808,0.125419,0.725618,0.136892,0.813530,,,,0.849140,0.833815,46.4,0.000100
809,0.123383,0.735587,0.136243,0.810061,,,,0.845664,0.833357,46.2,0.000100
810,0.115509,0.748808,0.133285,0.816132,,,,0.852106,0.840231,46.6,0.000100
811,0.116780,0.746207,0.133800,0.818734,,,,0.852234,0.844721,46.7,0.000100
812,0.121950,0.730169,0.140458,0.797051,,,,0.840876,0.825305,46.3,0.000100
813,0.120602,0.746857,0.135187,0.813530,,,,0.849075,0.837518,46.4,0.000100
814,0.115801,0.750542,0.134245,0.820468,,,,0.852106,0.844538,46.4,0.000100
815,0.118567,0.735587,0.139026,0.810061,,,,0.844727,0.833381,46.4,0.000100
816,0.114512,0.744257,0.139699,0.810928,,,,0.845180,0.835778,46.4,0.000100
817,0.119080,0.733420,0.135286,0.816132,,,,0.852812,0.839076,46.2,0.000100
818,0.117432,0.747941,0.138316,0.819601,,,,0.848604,0.835186,46.4,0.000100
819,0.114742,0.742523,0.142150,0.798786,,,,0.831683,0.820911,46.3,0.000100
820,0.120055,0.744040,0.134066,0.824805,,,,0.855327,0.845788,46.4,0.000100
821,0.120491,0.741656,0.136398,0.809193,,,,0.843750,0.835466,46.3,0.000100
822,0.118924,0.747074,0.137565,0.812663,,,,0.848306,0.832479,46.1,0.000100
823,0.119293,0.744907,0.133301,0.823070,,,,0.855891,0.846328,46.1,0.000100
824,0.115181,0.755960,0.137941,0.810928,,,,0.848633,0.840414,46.2,0.000100
825,0.115770,0.745990,0.135469,0.818734,,,,0.851476,0.837401,46.1,0.000100
826,0.116352,0.749458,0.134730,0.803990,,,,0.844509,0.832449,46.2,0.000100
827,0.119999,0.750759,0.138407,0.810928,,,,0.844794,0.831553,46.3,0.000100
828,0.115353,0.748158,0.134942,0.823070,,,,0.852140,0.842201,46.0,0.000100
829,0.114703,0.741222,0.137617,0.810928,,,,0.841897,0.833078,46.1,0.000100
830,0.113670,0.753143,0.135367,0.821336,,,,0.849167,0.842017,46.8,0.000100
831,0.115484,0.750325,0.135314,0.817866,,,,0.850856,0.842038,46.1,0.000100
832,0.113788,0.754226,0.135618,0.823938,,,,0.854902,0.842459,46.7,0.000100
833,0.115155,0.755743,0.138044,0.803990,,,,0.842262,0.831411,46.8,0.000100
834,0.115728,0.750975,0.135552,0.819601,,,,0.854207,0.842801,46.5,0.000100
835,0.114494,0.747508,0.133137,0.830876,,,,0.859238,0.849778,46.6,0.000100
836,0.118966,0.742523,0.134902,0.818734,,,,0.850123,0.839398,46.6,0.000100
837,0.114531,0.759211,0.135888,0.820468,,,,0.853801,0.841320,46.3,0.000100
838,0.117939,0.743173,0.135748,0.818734,,,,0.852827,0.841917,46.6,0.000100
839,0.115684,0.758344,0.136705,0.816132,,,,0.847953,0.839430,46.5,0.000100
840,0.120131,0.741873,0.137692,0.809193,,,,0.848039,0.834138,46.6,0.000100
841,0.110538,0.762462,0.135444,0.820468,,,,0.854359,0.843917,46.6,0.000100
842,0.112646,0.754010,0.136598,0.825672,,,,0.855887,0.844960,46.7,0.000100
843,0.117048,0.751625,0.134517,0.824805,,,,0.857977,0.844048,46.8,0.000100
844,0.118293,0.744040,0.131829,0.832611,,,,0.860921,0.848206,46.3,0.000100
845,0.117657,0.744690,0.138041,0.812663,,,,0.845432,0.830255,46.7,0.000100
846,0.107888,0.762896,0.135267,0.808326,,,,0.842935,0.830420,46.6,0.000100
847,0.114215,0.756610,0.137012,0.807459,,,,0.843811,0.829013,46.5,0.000100
848,0.113887,0.751625,0.136658,0.810061,,,,0.847922,0.835292,46.6,0.000100
849,0.112423,0.759861,0.137961,0.803990,,,,0.842362,0.827230,46.3,0.000100
850,0.110356,0.758994,0.135491,0.816999,,,,0.851600,0.840900,46.7,0.000100
851,0.117794,0.745774,0.137673,0.810928,,,,0.849635,0.835149,46.4,0.000100
852,0.107982,0.758344,0.132720,0.830009,,,,0.857561,0.845203,46.7,0.000100
853,0.115369,0.755093,0.134015,0.814397,,,,0.850340,0.841699,46.5,0.000100
854,0.115111,0.750325,0.134765,0.823938,,,,0.857282,0.846694,46.5,0.000100
855,0.112290,0.759211,0.136842,0.814397,,,,0.851476,0.838670,46.3,0.000100
856,0.120622,0.740139,0.137032,0.825672,,,,0.858532,0.848204,46.7,0.000100
857,0.113446,0.758778,0.138055,0.817866,,,,0.851744,0.839024,46.2,0.000100
858,0.114639,0.749892,0.134455,0.822203,,,,0.857419,0.840017,46.5,0.000100
859,0.117998,0.746857,0.134485,0.820468,,,,0.853647,0.843046,46.5,0.000100
860,0.111642,0.762896,0.135673,0.819601,,,,0.852827,0.838663,46.6,0.000100
861,0.113379,0.754010,0.132554,0.826539,,,,0.857706,0.849433,46.3,0.000100
862,0.115205,0.752926,0.133358,0.822203,,,,0.855463,0.844779,46.6,0.000100
863,0.113623,0.760295,0.132719,0.830009,,,,0.861314,0.849220,46.5,0.000100
864,0.114051,0.756394,0.134406,0.812663,,,,0.851979,0.839788,46.5,0.000100
865,0.115294,0.757477,0.133703,0.818734,,,,0.854634,0.839643,46.5,0.000100
866,0.112361,0.753359,0.134613,0.816999,,,,0.853423,0.837085,46.4,0.000100
867,0.113120,0.759211,0.135970,0.816999,,,,0.855346,0.839853,46.3,0.000100
868,0.111075,0.761162,0.136019,0.812663,,,,0.849315,0.834713,46.4,0.000100
869,0.114423,0.754443,0.131851,0.823070,,,,0.858801,0.847651,46.5,0.000100
870,0.109632,0.763762,0.135059,0.819601,,,,0.854388,0.843197,46.5,0.000100
871,0.115459,0.753359,0.138671,0.810928,,,,0.848077,0.833712,46.5,0.000100
872,0.113946,0.759645,0.137462,0.823070,,,,0.853954,0.843601,46.3,0.000100
873,0.113679,0.758127,0.134309,0.821336,,,,0.854510,0.836839,46.6,0.000100
874,0.108040,0.768097,0.140366,0.803990,,,,0.841433,0.829765,46.3,0.000100
875,0.104048,0.780668,0.136160,0.828274,,,,0.857834,0.850082,46.3,0.000100
876,0.107395,0.763979,0.138585,0.815265,,,,0.851797,0.840280,46.5,0.000100
877,0.111555,0.759211,0.135430,0.816999,,,,0.852250,0.837827,46.3,0.000100
878,0.109008,0.763112,0.131324,0.825672,,,,0.856448,0.847019,46.1,0.000100
879,0.115395,0.755093,0.132647,0.833478,,,,0.859786,0.847260,46.0,0.000100
880,0.108824,0.762462,0.139272,0.807459,,,,0.842927,0.829561,46.3,0.000100
881,0.109476,0.762462,0.138798,0.806592,,,,0.845592,0.833654,46.1,0.000100
882,0.109255,0.764629,0.132416,0.822203,,,,0.857143,0.841207,46.2,0.000100
883,0.102579,0.771348,0.133527,0.825672,,,,0.859777,0.845014,46.4,0.000100
884,0.110075,0.759428,0.144122,0.792715,,,,0.832195,0.820761,46.4,0.000100
885,0.107804,0.769397,0.133138,0.828274,,,,0.858669,0.849171,46.1,0.000100
886,0.105698,0.770481,0.136854,0.816132,,,,0.852014,0.838355,46.4,0.000100
887,0.107708,0.762462,0.132334,0.832611,,,,0.863198,0.854086,46.3,0.000100
888,0.109325,0.770048,0.131520,0.828274,,,,0.862035,0.850432,46.5,0.000100
889,0.107250,0.771782,0.133257,0.836080,,,,0.864341,0.854320,46.2,0.000100
890,0.109403,0.762462,0.133431,0.830876,,,,0.863504,0.849682,46.1,0.000100
891,0.114972,0.759211,0.139075,0.813530,,,,0.850171,0.837794,46.3,0.000100
892,0.115184,0.747941,0.135117,0.819601,,,,0.855340,0.842279,46.3,0.000100
893,0.110106,0.757694,0.133183,0.830009,,,,0.858962,0.845415,46.1,0.000100
894,0.111058,0.759428,0.132644,0.827407,,,,0.856728,0.849095,46.1,0.000100
895,0.107436,0.770481,0.132900,0.830009,,,,0.857005,0.845392,46.1,0.000100
896,0.106826,0.761162,0.130341,0.833478,,,,0.865900,0.853894,46.6,0.000100
897,0.105335,0.770481,0.132236,0.825672,,,,0.858812,0.848827,46.9,0.000100
898,0.111911,0.755527,0.134423,0.824805,,,,0.856164,0.845989,46.5,0.000100
899,0.108381,0.765496,0.141241,0.803122,,,,0.842878,0.831252,46.5,0.000100
900,0.107598,0.767447,0.131590,0.833478,,,,0.865860,0.856564,46.7,0.000100
901,0.108083,0.764629,0.133365,0.836947,,,,0.863923,0.854434,46.3,0.000100
902,0.112705,0.756827,0.132192,0.832611,,,,0.864031,0.851795,46.3,0.000100
903,0.103035,0.771565,0.132342,0.839549,,,,0.863462,0.849185,46.3,0.000100
904,0.108322,0.763979,0.141224,0.813530,,,,0.850586,0.842194,46.8,0.000100
905,0.105762,0.767447,0.136242,0.820468,,,,0.851126,0.838441,46.4,0.000100
906,0.106930,0.762245,0.132432,0.838682,,,,0.867019,0.854698,46.7,0.000100
907,0.114396,0.760078,0.131363,0.830009,,,,0.864839,0.853458,46.9,0.000100
908,0.106345,0.771782,0.134253,0.826539,,,,0.858664,0.846588,46.7,0.000100
909,0.103489,0.779150,0.138705,0.802255,,,,0.838235,0.824112,46.8,0.000100
910,0.104404,0.775466,0.139109,0.814397,,,,0.852267,0.842634,46.8,0.000100
911,0.103443,0.770048,0.132715,0.825672,,,,0.860636,0.852038,46.7,0.000100
912,0.103774,0.773299,0.132660,0.822203,,,,0.855620,0.844457,47.0,0.000100
913,0.107190,0.773299,0.130714,0.835212,,,,0.865440,0.854676,46.8,0.000100
914,0.102603,0.776983,0.131801,0.827407,,,,0.861916,0.852220,46.4,0.000100
915,0.101969,0.778717,0.133298,0.827407,,,,0.860612,0.844833,46.2,0.000100
916,0.101893,0.782401,0.135331,0.823938,,,,0.853398,0.840394,46.8,0.000100
917,0.104788,0.773299,0.136555,0.825672,,,,0.859100,0.844983,46.7,0.000100
918,0.105237,0.769614,0.137659,0.814397,,,,0.852157,0.839876,46.7,0.000100
919,0.105159,0.782401,0.138199,0.812663,,,,0.847708,0.837161,47.0,0.000100
920,0.104534,0.770048,0.137806,0.821336,,,,0.853659,0.838165,46.7,0.000100
921,0.108543,0.767447,0.134304,0.824805,,,,0.855486,0.843114,46.4,0.000100
922,0.106626,0.771348,0.133496,0.834345,,,,0.862555,0.852187,46.6,0.000100
923,0.106581,0.765496,0.132825,0.828274,,,,0.861985,0.849454,46.4,0.000100
924,0.104624,0.769614,0.130729,0.836947,,,,0.867411,0.854690,46.3,0.000100
925,0.103009,0.770481,0.132860,0.825672,,,,0.858386,0.844394,46.4,0.000100
926,0.109296,0.762679,0.133626,0.826539,,,,0.861702,0.846906,46.6,0.000100
927,0.103824,0.778067,0.134196,0.829141,,,,0.861568,0.850170,46.6,0.000100
928,0.104625,0.773732,0.140352,0.799653,,,,0.835880,0.828016,46.5,0.000100
929,0.105070,0.769614,0.132729,0.830009,,,,0.862536,0.849391,46.1,0.000100
930,0.106374,0.774166,0.130765,0.837814,,,,0.866409,0.857522,46.5,0.000100
931,0.100239,0.783485,0.133167,0.835212,,,,0.865469,0.851648,46.5,0.000100
932,0.105436,0.777417,0.135844,0.834345,,,,0.863415,0.852559,46.5,0.000100
933,0.106015,0.770264,0.131233,0.835212,,,,0.867019,0.855857,46.4,0.000100
934,0.109342,0.764196,0.130446,0.846487,,,,0.870795,0.863821,46.3,0.000100
935,0.104920,0.772432,0.130462,0.838682,,,,0.867446,0.857001,46.3,0.000100
936,0.104697,0.774382,0.131197,0.843018,,,,0.866861,0.860940,46.4,0.000100
937,0.104467,0.774166,0.137710,0.826539,,,,0.852812,0.842317,46.8,0.000100
938,0.104315,0.781751,0.146630,0.797918,,,,0.837666,0.828756,46.3,0.000100
939,0.103941,0.783485,0.150061,0.793582,,,,0.834476,0.828418,46.5,0.000100
940,0.099900,0.785436,0.129045,0.840416,,,,0.868089,0.859384,46.8,0.000100
941,0.104557,0.786519,0.133389,0.822203,,,,0.853423,0.844644,46.6,0.000100
942,0.098935,0.787386,0.134564,0.825672,,,,0.857282,0.842865,46.7,0.000100
943,0.102988,0.785002,0.133281,0.830876,,,,0.861030,0.851011,46.5,0.000100
