epoch,train_loss,train_acc,test_loss,test_acc,precision,recall,f1,micro_f1,macro_f1,epoch_time_s,lr
312,0.249691,0.477460,0.230540,0.524718,,,,0.555888,0.450851,47.5,0.000100
313,0.248415,0.475076,0.232814,0.517780,,,,0.540873,0.450723,47.3,0.000100
314,0.246861,0.485046,0.230367,0.532524,,,,0.560479,0.471573,48.0,0.000100
315,0.244361,0.486346,0.233206,0.530789,,,,0.564858,0.473599,47.4,0.000100
316,0.244209,0.481578,0.234588,0.532524,,,,0.564315,0.464803,47.6,0.000100
317,0.248143,0.480711,0.232653,0.529055,,,,0.564193,0.465290,47.8,0.000100
318,0.245573,0.479627,0.233806,0.532524,,,,0.558841,0.481085,47.6,0.000100
319,0.248309,0.482445,0.232387,0.532524,,,,0.574107,0.473943,47.9,0.000100
320,0.245539,0.488730,0.230522,0.537728,,,,0.577933,0.480532,48.3,0.000100
321,0.244512,0.480928,0.233049,0.535993,,,,0.595721,0.495873,48.0,0.000100
322,0.242970,0.483528,0.230239,0.541197,,,,0.579744,0.496392,48.2,0.000100
323,0.245008,0.481361,0.230240,0.533391,,,,0.564748,0.486292,48.5,0.000100
324,0.246026,0.485696,0.228113,0.534258,,,,0.581206,0.482662,48.2,0.000100
325,0.243522,0.483312,0.228932,0.529922,,,,0.573770,0.469432,48.4,0.000100
326,0.242222,0.486563,0.226220,0.540330,,,,0.583285,0.496477,48.2,0.000100
327,0.241900,0.490897,0.229978,0.535993,,,,0.582380,0.495303,47.8,0.000100
328,0.241780,0.488730,0.226301,0.549870,,,,0.577910,0.501826,48.1,0.000100
329,0.244860,0.483312,0.228024,0.547268,,,,0.576577,0.500029,48.1,0.000100
330,0.243819,0.485912,0.227744,0.546401,,,,0.597151,0.508140,48.2,0.000100
331,0.243616,0.485262,0.227921,0.532524,,,,0.566845,0.473608,48.6,0.000100
332,0.240760,0.494798,0.227268,0.552472,,,,0.594286,0.511374,48.5,0.000100
333,0.239364,0.495015,0.223903,0.540330,,,,0.562802,0.482105,47.8,0.000100
334,0.239752,0.496966,0.225304,0.548135,,,,0.594002,0.507550,48.2,0.000100
335,0.240468,0.492198,0.226897,0.551605,,,,0.597820,0.509221,48.2,0.000100
336,0.239904,0.492631,0.226774,0.549870,,,,0.588921,0.515848,48.4,0.000100
337,0.236823,0.490897,0.224773,0.551605,,,,0.592895,0.519906,48.3,0.000100
338,0.237512,0.497833,0.223088,0.542931,,,,0.585591,0.500325,48.4,0.000100
339,0.240560,0.488730,0.225944,0.555941,,,,0.585681,0.516550,47.8,0.000100
340,0.237176,0.498483,0.229074,0.544666,,,,0.583815,0.504973,48.1,0.000100
341,0.235936,0.495449,0.222951,0.552472,,,,0.585622,0.506694,47.9,0.000100
342,0.234977,0.504985,0.219877,0.557676,,,,0.591716,0.523353,48.5,0.000100
343,0.236293,0.496749,0.221875,0.546401,,,,0.592890,0.514332,48.3,0.000100
344,0.234514,0.490897,0.219576,0.553339,,,,0.600576,0.521782,48.3,0.000100
345,0.236586,0.504768,0.222873,0.562012,,,,0.607945,0.528184,48.0,0.000100
346,0.236060,0.499350,0.218536,0.560278,,,,0.612152,0.528690,48.1,0.000100
347,0.234743,0.504551,0.219075,0.549003,,,,0.593623,0.508907,48.1,0.000100
348,0.233286,0.511920,0.222229,0.569818,,,,0.619369,0.546629,48.5,0.000100
349,0.231819,0.507152,0.218295,0.564614,,,,0.629712,0.553674,48.6,0.000100
350,0.236418,0.498266,0.217374,0.565481,,,,0.622524,0.547221,48.5,0.000100
351,0.233122,0.501084,0.216829,0.559410,,,,0.594279,0.535938,48.5,0.000100
352,0.232596,0.511053,0.221574,0.569818,,,,0.611778,0.542826,48.5,0.000100
353,0.231578,0.509970,0.221264,0.567216,,,,0.624510,0.548937,48.1,0.000100
354,0.234915,0.502167,0.216496,0.563747,,,,0.612500,0.544802,48.1,0.000100
355,0.229324,0.512787,0.215793,0.576756,,,,0.623450,0.554130,48.9,0.000100
356,0.232631,0.494582,0.214911,0.568083,,,,0.622546,0.562845,48.4,0.000100
357,0.232659,0.508886,0.216644,0.574154,,,,0.614943,0.552251,48.5,0.000100
358,0.230195,0.515171,0.218841,0.569818,,,,0.609589,0.541502,48.6,0.000100
359,0.232725,0.503901,0.217242,0.567216,,,,0.625911,0.554052,48.6,0.000100
360,0.230103,0.509103,0.220404,0.564614,,,,0.606897,0.544036,48.4,0.000100
361,0.230181,0.509319,0.220848,0.568083,,,,0.606481,0.545343,48.4,0.000100
362,0.230479,0.514088,0.213236,0.582827,,,,0.634312,0.581238,48.4,0.000100
363,0.230655,0.513871,0.214951,0.565481,,,,0.635960,0.567081,48.2,0.000100
364,0.229325,0.516905,0.211567,0.575889,,,,0.640538,0.572929,48.3,0.000100
365,0.230291,0.511270,0.213947,0.580225,,,,0.623362,0.564885,48.1,0.000100
366,0.229291,0.516255,0.216041,0.577624,,,,0.633222,0.569041,48.4,0.000100
367,0.230514,0.511704,0.218728,0.584562,,,,0.627959,0.560283,48.4,0.000100
368,0.229214,0.514088,0.213271,0.583695,,,,0.618474,0.568171,48.4,0.000100
369,0.226382,0.510186,0.215251,0.576756,,,,0.632630,0.571097,48.3,0.000100
370,0.224624,0.524924,0.221368,0.573287,,,,0.629077,0.560119,48.4,0.000100
371,0.225559,0.522757,0.211475,0.589766,,,,0.645019,0.582757,48.1,0.000100
372,0.225943,0.521890,0.211109,0.581960,,,,0.637437,0.577399,48.2,0.000100
373,0.229573,0.512570,0.213166,0.581093,,,,0.631871,0.572656,48.4,0.000100
374,0.225593,0.519289,0.212310,0.581960,,,,0.619816,0.565373,48.3,0.000100
375,0.227866,0.520373,0.210301,0.589766,,,,0.638225,0.583095,48.5,0.000100
376,0.225400,0.513871,0.209479,0.588031,,,,0.636827,0.582310,48.2,0.000100
377,0.225508,0.521890,0.209180,0.575889,,,,0.621083,0.566785,48.2,0.000100
378,0.223579,0.529042,0.215741,0.581960,,,,0.636721,0.577241,48.1,0.000100
379,0.227118,0.521673,0.213422,0.594970,,,,0.643216,0.587764,48.3,0.000100
380,0.224640,0.521456,0.208605,0.582827,,,,0.635294,0.580530,48.3,0.000100
381,0.220453,0.532510,0.207122,0.596704,,,,0.649279,0.598561,48.1,0.000100
382,0.222715,0.530993,0.206705,0.601908,,,,0.660055,0.608138,48.2,0.000100
383,0.219592,0.539228,0.207351,0.599306,,,,0.659680,0.593699,48.1,0.000100
384,0.219880,0.529692,0.208891,0.594970,,,,0.641256,0.589000,47.8,0.000100
385,0.221201,0.530126,0.215987,0.586297,,,,0.639779,0.584087,47.8,0.000100
386,0.220550,0.531209,0.211774,0.594102,,,,0.648529,0.589651,47.6,0.000100
387,0.218043,0.530559,0.206596,0.601041,,,,0.657851,0.608847,48.0,0.000100
388,0.220568,0.532293,0.212881,0.589766,,,,0.639326,0.582336,47.8,0.000100
389,0.218334,0.530126,0.205096,0.611448,,,,0.664067,0.614586,47.8,0.000100
390,0.216986,0.535761,0.209789,0.600173,,,,0.651811,0.603495,48.0,0.000100
391,0.220246,0.531209,0.206746,0.598439,,,,0.646600,0.601213,48.0,0.000100
392,0.220086,0.521023,0.208040,0.594970,,,,0.648376,0.594680,47.7,0.000100
393,0.218210,0.522757,0.206287,0.600173,,,,0.643182,0.589061,47.6,0.000100
394,0.220507,0.537278,0.205409,0.601908,,,,0.647125,0.588876,47.7,0.000100
395,0.222629,0.530342,0.209671,0.594970,,,,0.644582,0.595248,47.8,0.000100
396,0.220717,0.524274,0.203512,0.614050,,,,0.671468,0.619882,47.7,0.000100
397,0.214773,0.538362,0.207729,0.610581,,,,0.656233,0.611800,47.5,0.000100
398,0.216726,0.524924,0.203740,0.606245,,,,0.652856,0.608517,47.6,0.000100
399,0.217958,0.540746,0.203558,0.608846,,,,0.664071,0.615071,47.7,0.000100
400,0.214523,0.539012,0.202426,0.600173,,,,0.655211,0.605651,47.8,0.000100
401,0.213663,0.550065,0.205098,0.607979,,,,0.654769,0.611203,47.8,0.000100
402,0.216955,0.530776,0.202077,0.609714,,,,0.658468,0.609810,48.1,0.000100
403,0.215110,0.539879,0.203772,0.603643,,,,0.659634,0.610643,48.0,0.000100
404,0.214811,0.534677,0.199413,0.617520,,,,0.671468,0.627380,47.7,0.000100
405,0.211350,0.546597,0.202574,0.607979,,,,0.669892,0.622447,47.8,0.000100
406,0.214687,0.543563,0.202767,0.613183,,,,0.658455,0.614972,48.0,0.000100
407,0.213364,0.544213,0.211385,0.599306,,,,0.644693,0.598315,47.8,0.000100
408,0.210210,0.552016,0.199324,0.622723,,,,0.663288,0.626654,47.8,0.000100
409,0.215340,0.539879,0.209375,0.599306,,,,0.645234,0.598883,47.8,0.000100
410,0.215369,0.542263,0.202050,0.613183,,,,0.653868,0.617222,47.3,0.000100
411,0.213101,0.538795,0.204375,0.612316,,,,0.653521,0.610376,47.8,0.000100
412,0.213051,0.555050,0.199187,0.631396,,,,0.681992,0.641317,48.3,0.000100
413,0.213500,0.537278,0.197396,0.626193,,,,0.665912,0.631184,48.3,0.000100
414,0.212699,0.539228,0.199956,0.624458,,,,0.672877,0.626938,48.2,0.000100
415,0.211437,0.535761,0.197905,0.616652,,,,0.660613,0.621223,48.0,0.000100
416,0.210151,0.555917,0.205593,0.613183,,,,0.665933,0.624219,48.4,0.000100
417,0.213797,0.546381,0.203832,0.615785,,,,0.674279,0.635683,48.3,0.000100
418,0.208617,0.548981,0.195465,0.635733,,,,0.684556,0.645404,48.6,0.000100
419,0.206932,0.560035,0.204588,0.614918,,,,0.655500,0.610266,48.4,0.000100
420,0.207950,0.560685,0.198884,0.625325,,,,0.673719,0.632751,48.3,0.000100
421,0.212050,0.547248,0.207251,0.606245,,,,0.662644,0.608930,48.6,0.000100
422,0.209267,0.536194,0.198722,0.625325,,,,0.691857,0.653116,48.8,0.000100
423,0.208815,0.552232,0.202799,0.614050,,,,0.663355,0.618361,48.9,0.000100
424,0.209630,0.561118,0.195856,0.620121,,,,0.688298,0.640382,48.8,0.000100
425,0.208705,0.561335,0.194711,0.635733,,,,0.680594,0.645510,48.4,0.000100
426,0.204206,0.563286,0.199876,0.618387,,,,0.670318,0.627088,48.3,0.000100
427,0.210556,0.553749,0.195602,0.637467,,,,0.681490,0.646280,48.5,0.000100
428,0.209091,0.548331,0.193072,0.643539,,,,0.689167,0.659208,48.5,0.000100
429,0.206308,0.553099,0.194068,0.627060,,,,0.675900,0.643997,48.4,0.000100
430,0.206676,0.553749,0.200694,0.627060,,,,0.678610,0.636717,48.6,0.000100
431,0.205836,0.562635,0.195952,0.630529,,,,0.677095,0.641239,48.5,0.000100
432,0.208097,0.556134,0.194921,0.637467,,,,0.699786,0.664109,48.2,0.000100
433,0.203245,0.566753,0.208589,0.589766,,,,0.641026,0.596425,48.5,0.000100
434,0.199891,0.571955,0.190878,0.649610,,,,0.698954,0.661197,48.4,0.000100
435,0.209143,0.563719,0.193355,0.644406,,,,0.692475,0.655423,48.3,0.000100
436,0.200356,0.566320,0.196552,0.633131,,,,0.689692,0.650392,48.1,0.000100
437,0.203152,0.570871,0.191323,0.652212,,,,0.709333,0.673186,48.3,0.000100
438,0.209293,0.558951,0.190055,0.648742,,,,0.701793,0.661887,48.4,0.000100
439,0.202844,0.558301,0.189931,0.645273,,,,0.694323,0.660126,48.4,0.000100
440,0.202903,0.568054,0.195104,0.625325,,,,0.681892,0.642785,48.0,0.000100
441,0.202821,0.566537,0.193837,0.636600,,,,0.687773,0.654467,48.1,0.000100
442,0.206118,0.560685,0.201232,0.621856,,,,0.669956,0.627246,48.3,0.000100
443,0.203092,0.571088,0.188774,0.653079,,,,0.703923,0.664326,48.9,0.000100
444,0.204246,0.566537,0.189152,0.653946,,,,0.703404,0.663815,48.5,0.000100
445,0.204398,0.561769,0.194357,0.631396,,,,0.688507,0.651113,47.4,0.000100
446,0.199526,0.567837,0.188585,0.653079,,,,0.690727,0.661463,46.8,0.000100
447,0.199071,0.578023,0.188218,0.654814,,,,0.707889,0.673460,47.0,0.000100
448,0.201104,0.558951,0.191134,0.647875,,,,0.690593,0.660620,46.7,0.000100
449,0.201732,0.564153,0.191221,0.647875,,,,0.704944,0.669286,46.8,0.000100
450,0.196927,0.582141,0.194201,0.648742,,,,0.689204,0.659922,46.8,0.000100
451,0.198730,0.571521,0.194559,0.643539,,,,0.685777,0.661236,47.0,0.000100
452,0.199800,0.568704,0.189206,0.652212,,,,0.703523,0.670946,46.8,0.000100
453,0.202616,0.568921,0.186729,0.661752,,,,0.710992,0.673774,46.6,0.000100
454,0.199898,0.573255,0.187267,0.654814,,,,0.704120,0.670171,46.7,0.000100
455,0.197789,0.569788,0.186309,0.664354,,,,0.716658,0.683832,46.6,0.000100
456,0.196716,0.574122,0.186305,0.659150,,,,0.709328,0.675018,46.6,0.000100
457,0.198532,0.570221,0.189725,0.654814,,,,0.698977,0.666233,46.9,0.000100
458,0.194676,0.580407,0.188691,0.652212,,,,0.689465,0.659662,46.7,0.000100
459,0.195843,0.573472,0.187433,0.659150,,,,0.707082,0.678279,46.0,0.000100
460,0.196939,0.578023,0.186244,0.666088,,,,0.714971,0.679661,45.9,0.000100
461,0.198629,0.571738,0.190306,0.650477,,,,0.688089,0.658657,45.6,0.000100
462,0.195909,0.578457,0.188514,0.653946,,,,0.705630,0.676310,45.8,0.000100
463,0.199044,0.570004,0.186014,0.673894,,,,0.716981,0.687415,45.8,0.000100
464,0.192115,0.587560,0.184904,0.669558,,,,0.710512,0.682757,46.0,0.000100
465,0.193547,0.580191,0.184281,0.672160,,,,0.721139,0.695573,45.8,0.000100
466,0.196851,0.571738,0.187365,0.662619,,,,0.722453,0.694564,45.8,0.000100
467,0.194981,0.583008,0.186320,0.669558,,,,0.718085,0.697323,45.8,0.000100
468,0.197850,0.585826,0.181880,0.683435,,,,0.732171,0.709846,45.7,0.000100
469,0.194955,0.582141,0.183384,0.671292,,,,0.720818,0.692626,45.8,0.000100
470,0.194139,0.582358,0.182959,0.670425,,,,0.721627,0.696640,45.9,0.000100
471,0.195378,0.580407,0.187302,0.664354,,,,0.714971,0.684035,45.7,0.000100
472,0.195475,0.579324,0.183889,0.673894,,,,0.731351,0.701280,46.1,0.000100
473,0.194887,0.580407,0.190675,0.656548,,,,0.706516,0.678485,46.2,0.000100
474,0.195224,0.583442,0.185766,0.668690,,,,0.720856,0.694479,46.1,0.000100
475,0.191917,0.586693,0.181553,0.679098,,,,0.732736,0.707697,45.8,0.000100
476,0.190029,0.590160,0.186110,0.660017,,,,0.710921,0.682549,46.0,0.000100
477,0.190119,0.592978,0.182813,0.665221,,,,0.718767,0.689411,46.2,0.000100
478,0.188583,0.592761,0.181909,0.673894,,,,0.717865,0.697602,46.2,0.000100
479,0.190029,0.595145,0.180593,0.678231,,,,0.723656,0.699009,46.6,0.000100
480,0.190309,0.589727,0.189272,0.666088,,,,0.709333,0.681565,46.3,0.000100
481,0.191912,0.592761,0.179975,0.677363,,,,0.737662,0.712999,46.5,0.000100
482,0.188053,0.586693,0.196214,0.636600,,,,0.686454,0.649959,46.6,0.000100
483,0.190519,0.593195,0.191405,0.652212,,,,0.690789,0.674057,46.1,0.000100
484,0.192705,0.588210,0.178906,0.687771,,,,0.740199,0.717610,45.8,0.000100
485,0.190445,0.588210,0.178634,0.691240,,,,0.738007,0.719437,46.1,0.000100
486,0.191334,0.596879,0.178302,0.692108,,,,0.735043,0.707151,46.2,0.000100
487,0.188502,0.588210,0.190626,0.667823,,,,0.712314,0.689334,46.2,0.000100
488,0.186995,0.594062,0.178257,0.692108,,,,0.745200,0.720252,46.0,0.000100
489,0.187791,0.593845,0.177066,0.695577,,,,0.741288,0.716870,46.0,0.000100
490,0.186412,0.591461,0.179987,0.677363,,,,0.736292,0.711334,46.0,0.000100
491,0.185565,0.604465,0.180128,0.688638,,,,0.744210,0.719504,45.8,0.000100
492,0.188125,0.593411,0.179599,0.680833,,,,0.739291,0.711551,46.5,0.000100
493,0.188596,0.588210,0.178254,0.693842,,,,0.736111,0.713496,46.0,0.000100
494,0.188318,0.594062,0.179327,0.690373,,,,0.739222,0.714149,46.1,0.000100
495,0.185941,0.596012,0.176798,0.696444,,,,0.737626,0.716076,46.1,0.000100
496,0.186162,0.600130,0.178283,0.687771,,,,0.728723,0.703521,45.8,0.000100
497,0.185613,0.598613,0.176686,0.691240,,,,0.739426,0.712124,46.3,0.000100
498,0.183455,0.602731,0.185935,0.664354,,,,0.721260,0.692137,46.0,0.000100
499,0.184599,0.599913,0.178299,0.697311,,,,0.742464,0.724632,46.6,0.000100
500,0.189483,0.593628,0.176587,0.693842,,,,0.743455,0.721785,46.4,0.000100
501,0.186203,0.602297,0.178544,0.692108,,,,0.733404,0.718594,45.6,0.000100
502,0.180516,0.602081,0.175746,0.699046,,,,0.743724,0.723155,45.8,0.000100
503,0.185954,0.600997,0.174027,0.701648,,,,0.753396,0.730777,45.6,0.000100
504,0.184839,0.602297,0.175295,0.703382,,,,0.748568,0.728714,45.8,0.000100
505,0.182094,0.606199,0.175928,0.692108,,,,0.745445,0.722315,45.9,0.000100
506,0.179454,0.604465,0.177986,0.682567,,,,0.729687,0.708668,45.8,0.000100
507,0.185002,0.601430,0.174076,0.703382,,,,0.748958,0.724315,45.9,0.000100
508,0.184457,0.606199,0.175296,0.701648,,,,0.751301,0.726440,45.8,0.000100
509,0.180846,0.604031,0.173133,0.705984,,,,0.749608,0.734610,45.9,0.000100
510,0.179654,0.612484,0.175345,0.695577,,,,0.746988,0.727015,45.8,0.000100
511,0.181652,0.600130,0.172143,0.705984,,,,0.746457,0.722979,45.4,0.000100
512,0.184234,0.602948,0.173738,0.711188,,,,0.762053,0.741170,45.6,0.000100
513,0.182248,0.600997,0.175174,0.690373,,,,0.745119,0.722254,45.3,0.000100
514,0.181830,0.605548,0.171894,0.707719,,,,0.750531,0.735113,45.3,0.000100
515,0.178723,0.604465,0.183756,0.677363,,,,0.715755,0.704686,45.6,0.000100
516,0.178185,0.618769,0.170631,0.712923,,,,0.757608,0.738803,45.5,0.000100
517,0.179625,0.617035,0.170841,0.707719,,,,0.760125,0.742282,45.8,0.000100
518,0.180908,0.605332,0.172538,0.711188,,,,0.752722,0.736353,45.5,0.000100
519,0.179422,0.610967,0.172163,0.705117,,,,0.750779,0.725838,45.6,0.000100
520,0.182357,0.608583,0.176425,0.687771,,,,0.734908,0.714602,45.7,0.000100
521,0.181597,0.611400,0.176795,0.691240,,,,0.747444,0.726425,46.0,0.000100
522,0.179377,0.609233,0.168339,0.714657,,,,0.760417,0.745603,45.8,0.000100
523,0.180638,0.610750,0.176630,0.700781,,,,0.757576,0.742400,45.7,0.000100
524,0.176068,0.614651,0.171965,0.702515,,,,0.751312,0.739171,46.3,0.000100
525,0.181455,0.606415,0.175323,0.702515,,,,0.744625,0.729408,46.4,0.000100
526,0.177821,0.622670,0.171599,0.711188,,,,0.756311,0.743694,46.3,0.000100
527,0.173692,0.612917,0.175626,0.707719,,,,0.745160,0.734244,46.2,0.000100
528,0.180046,0.620720,0.170147,0.716392,,,,0.754377,0.744244,45.7,0.000100
529,0.180237,0.613567,0.171877,0.707719,,,,0.758585,0.740154,45.9,0.000100
530,0.178492,0.623320,0.175501,0.699913,,,,0.752844,0.737192,46.1,0.000100
531,0.174870,0.618986,0.177293,0.703382,,,,0.746875,0.730474,45.6,0.000100
532,0.174956,0.620286,0.166979,0.725065,,,,0.776398,0.755072,45.6,0.000100
533,0.176398,0.608799,0.177105,0.699913,,,,0.750259,0.728886,46.0,0.000100
534,0.178620,0.616818,0.167722,0.724198,,,,0.761855,0.752310,45.5,0.000100
535,0.174318,0.621803,0.166816,0.725932,,,,0.773526,0.758383,45.5,0.000100
536,0.174734,0.625488,0.176499,0.706852,,,,0.755259,0.740545,45.6,0.000100
537,0.176978,0.622670,0.167463,0.718994,,,,0.764767,0.751754,46.1,0.000100
538,0.173364,0.618986,0.166497,0.720729,,,,0.761905,0.751039,45.7,0.000100
539,0.168106,0.625704,0.164685,0.732003,,,,0.775826,0.763690,45.5,0.000100
540,0.175061,0.623320,0.168518,0.723330,,,,0.774821,0.757627,45.7,0.000100
541,0.172986,0.620286,0.172107,0.707719,,,,0.761134,0.749358,45.6,0.000100
542,0.169022,0.630472,0.166784,0.727667,,,,0.770909,0.756898,45.4,0.000100
543,0.173008,0.627221,0.166687,0.717259,,,,0.766940,0.747330,45.7,0.000100
544,0.172117,0.633290,0.165755,0.725065,,,,0.770737,0.758532,45.5,0.000100
545,0.171990,0.629172,0.169404,0.722463,,,,0.765039,0.749913,45.6,0.000100
546,0.177062,0.620936,0.168771,0.718994,,,,0.765496,0.751354,45.5,0.000100
547,0.170669,0.623754,0.165538,0.725065,,,,0.777948,0.761518,45.5,0.000100
548,0.170748,0.634157,0.165417,0.727667,,,,0.778626,0.764879,45.5,0.000100
549,0.170409,0.630256,0.165425,0.720729,,,,0.767490,0.751555,45.5,0.000100
550,0.176222,0.617469,0.166914,0.719861,,,,0.767501,0.752044,45.4,0.000100
551,0.175307,0.631556,0.164886,0.728534,,,,0.775801,0.758816,45.6,0.000100
552,0.168912,0.633940,0.167937,0.730269,,,,0.769469,0.762872,45.6,0.000100
553,0.172372,0.622670,0.165183,0.729402,,,,0.771637,0.758805,45.8,0.000100
554,0.166554,0.628522,0.165037,0.732003,,,,0.773663,0.761643,46.1,0.000100
555,0.172108,0.626355,0.168379,0.718994,,,,0.762295,0.757742,45.8,0.000100
556,0.172025,0.628522,0.174884,0.708586,,,,0.751810,0.739353,45.8,0.000100
557,0.167326,0.636324,0.164502,0.734605,,,,0.772257,0.755909,46.1,0.000100
558,0.167862,0.633073,0.163290,0.732871,,,,0.775871,0.765482,45.8,0.000100
559,0.168824,0.631990,0.167539,0.722463,,,,0.770026,0.748684,45.6,0.000100
560,0.167308,0.645210,0.169144,0.712056,,,,0.760491,0.746067,46.0,0.000100
561,0.168376,0.636758,0.168811,0.721596,,,,0.766887,0.758511,46.0,0.000100
562,0.171028,0.631556,0.164178,0.736340,,,,0.779129,0.763242,46.0,0.000100
563,0.163206,0.657347,0.164631,0.724198,,,,0.775426,0.756569,45.7,0.000100
564,0.163581,0.651712,0.163982,0.735473,,,,0.777433,0.767227,45.8,0.000100
565,0.166907,0.638492,0.162835,0.744146,,,,0.785569,0.777487,45.7,0.000100
566,0.165047,0.645210,0.168541,0.730269,,,,0.770021,0.757077,45.6,0.000100
567,0.167010,0.642176,0.166079,0.731136,,,,0.775100,0.765003,45.7,0.000100
568,0.163275,0.641743,0.162953,0.725932,,,,0.783578,0.763446,45.7,0.000100
569,0.165371,0.636107,0.164647,0.726800,,,,0.771678,0.761113,45.4,0.000100
570,0.163863,0.633507,0.161042,0.738942,,,,0.781362,0.771859,45.5,0.000100
571,0.166088,0.639142,0.169625,0.718994,,,,0.763860,0.757256,44.9,0.000100
572,0.164890,0.645860,0.163329,0.732871,,,,0.779887,0.765176,45.3,0.000100
573,0.166687,0.636541,0.162877,0.733738,,,,0.780113,0.764826,45.1,0.000100
574,0.161532,0.651712,0.166617,0.732003,,,,0.780120,0.768652,45.5,0.000100
575,0.167477,0.634374,0.166456,0.731136,,,,0.775154,0.759897,45.4,0.000100
576,0.163402,0.644993,0.162706,0.740676,,,,0.789184,0.780247,45.3,0.000100
577,0.163551,0.644560,0.160859,0.736340,,,,0.779626,0.771081,45.5,0.000100
578,0.163798,0.648461,0.170681,0.705117,,,,0.757180,0.739972,45.5,0.000100
579,0.165315,0.642609,0.162678,0.734605,,,,0.774194,0.769081,45.5,0.000100
580,0.165168,0.644777,0.164439,0.732871,,,,0.784772,0.777038,45.6,0.000100
581,0.163686,0.641743,0.161343,0.736340,,,,0.773127,0.768465,45.6,0.000100
582,0.164593,0.638708,0.157542,0.748482,,,,0.787661,0.778392,45.4,0.000100
583,0.161764,0.644127,0.161585,0.744146,,,,0.786403,0.781082,45.5,0.000100
584,0.161579,0.641092,0.161147,0.741544,,,,0.790932,0.776391,45.4,0.000100
585,0.159977,0.650845,0.159457,0.752819,,,,0.791367,0.784029,45.3,0.000100
586,0.160281,0.649978,0.162409,0.740676,,,,0.782831,0.777439,45.5,0.000100
587,0.158994,0.645860,0.161503,0.740676,,,,0.785569,0.779204,45.6,0.000100
588,0.159440,0.657997,0.162180,0.734605,,,,0.775385,0.768379,45.4,0.000100
589,0.160697,0.651062,0.159333,0.745013,,,,0.793347,0.782486,45.5,0.000100
590,0.165743,0.640442,0.158746,0.742411,,,,0.780992,0.774655,45.6,0.000100
591,0.165180,0.639142,0.156985,0.738942,,,,0.783951,0.776445,45.3,0.000100
592,0.163083,0.650845,0.165672,0.724198,,,,0.764523,0.761420,45.3,0.000100
593,0.165040,0.643910,0.160262,0.743278,,,,0.784772,0.781113,45.2,0.000100
594,0.157300,0.662332,0.156985,0.753686,,,,0.797007,0.781895,45.5,0.000100
595,0.160574,0.648678,0.158286,0.751951,,,,0.785208,0.777639,45.2,0.000100
596,0.162990,0.650412,0.158486,0.749350,,,,0.793985,0.779259,45.1,0.000100
597,0.161939,0.653879,0.157435,0.755421,,,,0.786667,0.782701,45.3,0.000100
598,0.156590,0.654746,0.165334,0.719861,,,,0.770015,0.755221,45.2,0.000100
599,0.159547,0.662332,0.157568,0.753686,,,,0.795169,0.787911,45.4,0.000100
600,0.156302,0.662765,0.156378,0.759757,,,,0.795980,0.782180,45.1,0.000100
601,0.156985,0.659731,0.157265,0.757155,,,,0.792319,0.784327,45.5,0.000100
602,0.157055,0.666016,0.163018,0.732871,,,,0.781138,0.766125,45.2,0.000100
603,0.159290,0.660598,0.155599,0.753686,,,,0.792608,0.782969,45.3,0.000100
604,0.156272,0.659731,0.159396,0.738942,,,,0.783495,0.771264,45.3,0.000100
605,0.155942,0.660165,0.155362,0.759757,,,,0.800612,0.789245,45.4,0.000100
606,0.157242,0.655613,0.157169,0.747615,,,,0.793439,0.785803,45.2,0.000100
607,0.154793,0.663849,0.156714,0.751951,,,,0.787602,0.785644,45.5,0.000100
608,0.156353,0.666883,0.156310,0.749350,,,,0.785569,0.777936,46.0,0.000100
609,0.156527,0.664499,0.154601,0.758890,,,,0.803213,0.792684,45.5,0.000100
610,0.153545,0.665583,0.154834,0.755421,,,,0.800000,0.788062,45.4,0.000100
611,0.158779,0.656697,0.155249,0.757155,,,,0.803173,0.791812,45.6,0.000100
612,0.158833,0.658214,0.155597,0.758890,,,,0.794042,0.786288,45.6,0.000100
613,0.154845,0.656914,0.156553,0.759757,,,,0.798179,0.792690,45.7,0.000100
614,0.158274,0.652146,0.157173,0.759757,,,,0.799394,0.789711,45.5,0.000100
615,0.156956,0.660381,0.157599,0.760624,,,,0.802214,0.793663,45.4,0.000100
616,0.152105,0.668401,0.157379,0.763226,,,,0.801010,0.794408,45.5,0.000100
617,0.153734,0.667317,0.154807,0.764961,,,,0.809428,0.796105,45.2,0.000100
618,0.153051,0.668184,0.153821,0.764094,,,,0.807692,0.802420,45.3,0.000100
619,0.155874,0.666233,0.156812,0.764094,,,,0.803000,0.798408,45.3,0.000100
620,0.151073,0.675553,0.154711,0.761492,,,,0.799594,0.791711,45.5,0.000100
621,0.151922,0.676420,0.152906,0.761492,,,,0.802645,0.792821,45.4,0.000100
622,0.154266,0.663632,0.157221,0.749350,,,,0.803616,0.785901,45.5,0.000100
623,0.159162,0.673602,0.157117,0.750217,,,,0.794949,0.783776,45.5,0.000100
624,0.154707,0.662549,0.156504,0.762359,,,,0.801401,0.797415,45.8,0.000100
625,0.152671,0.669701,0.159157,0.753686,,,,0.792929,0.786360,45.7,0.000100
626,0.151080,0.666450,0.163359,0.734605,,,,0.775026,0.766123,45.6,0.000100
627,0.151587,0.669701,0.158100,0.753686,,,,0.790579,0.787593,45.6,0.000100
